word	occu	freq-per-mill	usual	rank	racio
bocado	4	1063.83	83.74	11939	12.70
primária	4	1063.83	117.03	8542	9.09
aí	4	1063.83	1488.76	669	0.71
lembro	4	1063.83	38.36	4137	27.73
familiar	4	1063.83	531.81	1938	2.00
tudo	4	1063.83	8952.55	109	0.12
sabor	4	1063.83	365.80	2731	2.91
praia	4	1063.83	837.03	1192	1.27
comer	4	1063.83	686.48	1454	1.55
altura	4	1063.83	1008.37	989	1.06
amigo	4	1063.83	2067.40	893	0.51
coisa	4	1063.83	3694.18	267	0.29
lembro-me	4	1063.83	38.36	26068	27.73
ali	4	1063.83	997.31	1000	1.07
sem	4	1063.83	13037.81	74	0.08
família	4	1063.83	3763.64	263	0.28
super	4	1063.83	1174.12	849	0.91
relação	4	1063.83	3972.98	249	0.27
Natal	4	1063.83	708.87	1408	1.50
«	4	1063.83	1370.43	727	0.78
»	4	1063.83	2189.62	454	0.49
nome	3	797.87	4679.46	211	0.17
obrigar	3	797.87	298.71	16439	2.67
onde	3	797.87	10559.66	92	0.08
nascer	3	797.87	245.27	5483	3.25
viver	3	797.87	142.49	976	5.60
tio	3	797.87	85.01	6525	9.39
apesar	3	797.87	1266.30	787	0.63
dormir	3	797.87	282.44	2510	2.82
negócio	3	797.87	1056.30	944	0.76
semana	3	797.87	3463.80	286	0.23
claro	3	797.87	1667.50	597	0.48
atenção	3	797.87	1902.23	523	0.42
leite	3	797.87	659.76	1513	1.21
normal	3	797.87	860.81	1159	0.93
tema	3	797.87	1678.70	593	0.48
podes	3	797.87	134.90	7410	5.91
andar	3	797.87	59.87	1575	13.33
nada	3	797.87	4490.35	220	0.18
éramos	3	797.87	66.28	15085	12.04
campo	3	797.87	1306.98	564	0.61
íamos	3	797.87	46.43	21537	17.19
jogar	3	797.87	489.13	1368	1.63
menina	3	797.87	441.60	2207	1.81
tipo	3	797.87	4450.38	222	0.18
experiência	3	797.87	2458.81	404	0.32
lembrar	3	797.87	285.14	1679	2.80
pedir	3	797.87	278.47	1649	2.87
verdade	3	797.87	2909.51	341	0.27
aprender	3	797.87	846.96	1178	0.94
aluar	3	797.87	2.31	OFV	345.85
exame	3	797.87	412.08	1866	1.94
contacto	3	797.87	190.45	5248	4.19
vida	3	797.87	10787.49	90	0.07
fiz	3	797.87	849.11	1175	0.94
parabéns	3	797.87	236.42	4227	3.37
aniversário	3	797.87	465.40	2146	1.71
positivamente	3	797.87	90.56	11040	8.81
negativamente	3	797.87	67.54	14803	11.81
tempo	3	797.87	11402.51	85	0.07
presente	3	797.87	2434.87	408	0.33
esperar	3	797.87	304.80	1819	2.62
armário	3	797.87	142.99	6991	5.58
Portugal	3	797.87	2147.31	463	0.37
Boa	2	531.91	3336.67	1870	0.16
agradecer	2	531.91	262.69	3804	2.02
disponibilidade	2	531.91	314.99	3172	1.69
este	2	531.91	6680.03	83	0.08
pouco	2	531.91	5414.19	182	0.10
sobre	2	531.91	17331.02	55	0.03
ora	2	531.91	228.85	4376	2.32
lado	2	531.91	4430.66	223	0.12
paterno	2	531.91	25.47	32695	20.89
fizemos	2	531.91	239.54	4172	2.22
basicamente	2	531.91	255.06	3918	2.09
Joane	2	531.91	10.06	99417	52.88
passávamos	2	531.91	14.02	71340	37.95
materno	2	531.91	49.13	10317	10.83
cuidar	2	531.91	15.24	2606	34.90
conseguir	2	531.91	361.83	850	1.47
referir	2	531.91	126.90	7784	4.19
diferente	2	531.91	2297.66	606	0.23
chato	2	531.91	91.64	8743	5.80
acordar	2	531.91	15.70	6671	33.89
cedo	2	531.91	505.38	1976	1.05
beira	2	531.91	178.36	5604	2.98
avô	2	531.91	139.53	7164	3.81
almoço	2	531.91	353.39	2827	1.51
morar	2	531.91	23.78	4674	22.37
perto	2	531.91	1285.84	775	0.41
rotina	2	531.91	428.87	2329	1.24
época	2	531.91	2111.04	471	0.25
frequentar	2	531.91	15.33	11103	34.69
árvore	2	531.91	319.42	3295	1.67
termo	2	531.91	1385.62	1510	0.38
pedra	2	531.91	375.79	2109	1.42
colega	2	531.91	397.66	4263	1.34
bola	2	531.91	590.77	1690	0.90
mato	2	531.91	94.25	10607	5.64
jogo	2	531.91	3549.88	279	0.15
Terra	2	531.91	1350.07	1218	0.39
divertido	2	531.91	199.05	4264	2.67
universal	2	531.91	213.23	4687	2.49
verão	2	531.91	574.15	1739	0.93
Póvoa	2	531.91	49.81	20075	10.68
Varzim	2	531.91	34.96	28602	15.22
levar	2	531.91	52.51	714	10.13
adulto	2	531.91	459.41	4718	1.16
indescritível	2	531.91	35.44	28214	15.01
igual	2	531.91	705.37	1415	0.75
professora	2	531.91	433.90	2302	1.23
caladinho	2	531.91	5.55	144130	95.89
asneira	2	531.91	22.84	48795	23.29
chegar	2	531.91	1529.60	599	0.35
reprovei	2	531.91	4.41	226953	120.72
acabar	2	531.91	868.28	2075	0.61
memória	2	531.91	457.18	1367	1.16
causa	2	531.91	1997.20	498	0.27
comum	2	531.91	1548.71	643	0.34
conhecer	2	531.91	644.09	636	0.83
dúvida	2	531.91	904.40	1103	0.59
matemática	2	531.91	258.48	3866	2.06
rígido	2	531.91	76.73	10536	6.93
postura	2	531.91	278.26	3591	1.91
medo	2	531.91	1017.60	980	0.52
incutir	2	531.91	12.36	53354	43.02
Ok	2	531.91	191.80	10180	2.77
velho	2	531.91	510.28	1957	1.04
rapaz	2	531.91	276.72	3611	1.92
batatada	2	531.91	3.03	330336	175.71
colher	2	531.91	221.65	4509	2.40
pau	2	531.91	265.27	3767	2.01
atrás	2	531.91	1161.85	858	0.46
missa	2	531.91	126.24	7919	4.21
porcaria	2	531.91	36.88	18942	14.42
quietinho	2	531.91	7.40	67265	71.86
bater	2	531.91	216.21	3809	2.46
facto	2	531.91	509.76	1959	1.04
história	2	531.91	4933.40	200	0.11
férias	2	531.91	630.24	1584	0.84
tínhamos	2	531.91	174.23	5737	3.05
qual	2	531.91	7955.45	123	0.07
lembrança	2	531.91	124.23	8047	4.28
raciocínio	2	531.91	149.55	6684	3.56
!	2	531.91	24570.02	38	0.02
cá	2	531.91	450.51	2217	1.18
óculos	2	531.91	204.43	4889	2.60
balde	2	531.91	54.58	18320	9.75
lixívia	2	531.91	9.02	110914	59.00
pé	2	531.91	803.41	1242	0.66
cima	2	531.91	1165.91	855	0.46
berro	2	531.91	22.11	74039	24.05
estrondo	2	531.91	24.51	40790	21.70
vizinho	2	531.91	305.09	6186	1.74
nevar	2	531.91	8.18	75554	65.01
data	2	531.91	1698.66	586	0.31
toda	2	531.91	4957.86	199	0.11
fiquei	2	531.91	661.51	1509	0.80
bonito	2	531.91	389.15	2567	1.37
especial	2	531.91	2279.46	436	0.23
Beatriz	1	265.96	116.09	8611	2.29
Oliveira	1	265.96	756.03	1320	0.35
apresentar	1	265.96	974.94	1023	0.27
idade	1	265.96	1541.54	646	0.17
favor	1	265.96	1096.85	909	0.24
oportunidade	1	265.96	1376.08	724	0.19
21	1	265.96	1280.90	778	0.21
Olá	1	265.96	685.07	1457	0.39
crescer	1	265.96	264.78	2474	1.00
27	1	265.96	923.62	1080	0.29
junho	1	265.96	1357.40	734	0.20
2003	1	265.96	552.88	1806	0.48
Hospital	1	265.96	519.56	1922	0.51
Famalicão	1	265.96	31.37	31874	8.48
entanto	1	265.96	2223.70	447	0.12
natural	1	265.96	1495.44	666	0.18
pertencer	1	265.96	243.45	13532	1.09
Guimarães	1	265.96	219.70	4549	1.21
freguesia	1	265.96	201.79	4953	1.32
processo	1	265.96	5136.11	192	0.05
construção	1	265.96	1852.88	537	0.14
baixo	1	265.96	1233.50	808	0.22
outubro	1	265.96	1515.84	657	0.18
2004	1	265.96	621.62	1606	0.43
erro	1	265.96	574.48	1738	0.46
mudança	1	265.96	1081.43	922	0.25
disto	1	265.96	189.51	5274	1.40
perceber	1	265.96	552.58	1807	0.48
novinha	1	265.96	183.66	5442	1.45
permitir	1	265.96	428.69	2330	0.62
perguntar	1	265.96	220.23	4538	1.21
passado	1	265.96	468.01	401	0.57
movimentar	1	265.96	50.87	12212	5.23
local	1	265.96	4004.81	247	0.07
trabalho	1	265.96	8643.04	113	0.03
tanto	1	265.96	458.36	272	0.58
hora	1	265.96	3359.09	346	0.08
Éramos	1	265.96	66.28	39851	4.01
incompreensível	1	265.96	32.98	30318	8.06
sexta-feira	1	265.96	951.75	1048	0.28
iam-me	1	265.96	1.00	OFV	265.96
deixavar	1	265.96	2.53	OFV	105.09
sábado	1	265.96	1111.48	897	0.24
cerca	1	265.96	2712.23	366	0.10
2	1	265.96	8216.93	119	0.03
manhã	1	265.96	1536.81	648	0.17
feirinha	1	265.96	26.86	37224	9.90
impossível	1	265.96	452.96	2205	0.59
dormer	1	265.96	51.37	OFV	5.18
obrigavam-me	1	265.96	1.00	OFV	265.96
tomar	1	265.96	1135.46	878	0.23
detestar	1	265.96	16.29	79453	16.33
Nesquik	1	265.96	2.70	370187	98.45
incrível	1	265.96	237.94	1746	1.12
prima	1	265.96	54.97	5836	4.84
alegria	1	265.96	662.38	1507	0.40
maravilhoso	1	265.96	353.77	2824	0.75
introdução	1	265.96	271.54	3680	0.98
típico	1	265.96	155.07	6446	1.72
acordávamos	1	265.96	3.57	280323	74.55
p	1	265.96	321.68	3106	0.83
ara	1	265.96	23.68	42231	11.23
abertura	1	265.96	816.53	1222	0.33
tomávamos	1	265.96	7.63	131062	34.86
levava-nos	1	265.96	2.29	436368	116.06
primário	1	265.96	117.03	7188	2.27
antigo	1	265.96	282.59	1542	0.94
apenas	1	265.96	8496.18	115	0.03
segundo	1	265.96	4814.64	205	0.06
trás	1	265.96	641.97	1555	0.41
gostávar	1	265.96	12.46	OFV	21.35
dizíamos	1	265.96	11.96	83643	22.25
sentíamos	1	265.96	13.50	74059	19.70
chegávamos	1	265.96	10.03	99747	26.53
jantar	1	265.96	3.55	2043	74.90
regressar	1	265.96	2.82	12265	94.18
aula	1	265.96	771.78	1301	0.34
certamente	1	265.96	506.66	1971	0.52
acerca	1	265.96	365.40	2734	0.73
atividade	1	265.96	1518.14	656	0.18
doir	1	265.96	18.29	OFV	14.54
brincávar	1	265.96	8.27	OFV	32.18
literalmente	1	265.96	174.74	5720	1.52
terra	1	265.96	1350.07	738	0.20
Tínhamos	1	265.96	174.23	27034	1.53
ginástica	1	265.96	100.75	9923	2.64
espaço	1	265.96	3167.56	313	0.08
permiter	1	265.96	29.44	OFV	9.03
magoávar	1	265.96	1.00	OFV	265.96
facilmente	1	265.96	486.93	2051	0.55
fingíamos	1	265.96	1.00	OFV	265.96
Winx	1	265.96	10.65	93932	24.98
magia	1	265.96	215.35	4641	1.24
conectar	1	265.96	45.27	7416	5.88
Adorava	1	265.96	60.95	54786	4.36
moderno	1	265.96	356.80	2243	0.75
futebol	1	265.96	1300.90	766	0.20
grupo	1	265.96	3988.83	248	0.07
fingir	1	265.96	58.85	16991	4.52
Monster	1	265.96	41.74	23953	6.37
High	1	265.96	97.37	10267	2.73
Cleo	1	265.96	22.81	43841	11.66
Egito	1	265.96	195.82	5104	1.36
fantástico	1	265.96	176.69	5657	1.51
Jogar	1	265.96	729.55	25036	0.36
péssimo	1	265.96	71.54	12832	3.72
esticar	1	265.96	19.87	24747	13.39
pauzinho	1	265.96	13.11	117929	20.28
formiga	1	265.96	63.43	23241	4.19
cheiro	1	265.96	250.02	3997	1.06
som	1	265.96	682.27	1463	0.39
...	1	265.96	17035.78	56	0.02
padrinho	1	265.96	50.77	19695	5.24
creme	1	265.96	293.97	3399	0.90
cenoura	1	265.96	85.60	11679	3.11
pevido	1	265.96	1.00	OFV	265.96
frango	1	265.96	170.98	5846	1.56
marmitinha	1	265.96	4.95	202142	53.76
comprido	1	265.96	41.29	19688	6.44
azul	1	265.96	571.20	1748	0.47
adolescente	1	265.96	433.14	3234	0.61
maioritariamente	1	265.96	45.61	21920	5.83
apanhar	1	265.96	11.31	12600	23.51
fase	1	265.96	1435.34	694	0.19
Falámos	1	265.96	17.95	112426	14.82
tentar	1	265.96	306.87	969	0.87
recentemente	1	265.96	534.27	1869	0.50
fez-me	1	265.96	29.05	34419	9.15
consolo	1	265.96	54.80	18247	4.85
lembrava-me	1	265.96	5.03	198633	52.83
automaticamente	1	265.96	348.10	2870	0.76
escolher	1	265.96	959.05	1040	0.28
calhar	1	265.96	74.28	13459	3.58
estudar	1	265.96	494.88	2018	0.54
diga	1	265.96	175.29	5702	1.52
palhaça	1	265.96	10.50	95260	25.34
turma	1	265.96	313.71	3185	0.85
chamar	1	265.96	403.60	2475	0.66
aspecto	1	265.96	475.81	2099	0.56
tal	1	265.96	2489.42	399	0.11
recado	1	265.96	40.43	10207	6.58
distraído	1	265.96	20.05	36095	13.27
apoio	1	265.96	1935.36	514	0.14
estudo	1	265.96	1909.49	521	0.14
dificuldade	1	265.96	700.92	1647	0.38
intervalo	1	265.96	237.89	4201	1.12
reproveir	1	265.96	4.41	OFV	60.36
final	1	265.96	380.13	202	0.70
negativa	1	265.96	193.70	5160	1.37
sorte	1	265.96	506.41	1972	0.53
disciplina	1	265.96	211.65	2225	1.26
negativo	1	265.96	131.55	4406	2.02
funcionar	1	265.96	75.39	3116	3.53
valir	1	265.96	15.77	OFV	16.86
estiver	1	265.96	139.94	1229	1.90
reprovar	1	265.96	15.01	66622	17.72
problemazinho	1	265.96	1.00	OFV	265.96
definir	1	265.96	429.24	2327	0.62
oferecer	1	265.96	15.30	1230	17.38
país	1	265.96	4768.72	207	0.06
região	1	265.96	3777.86	262	0.07
Lembro-me	1	265.96	59.96	16674	4.44
saímos	1	265.96	69.65	14355	3.82
ligação	1	265.96	486.69	2052	0.55
catequese	1	265.96	45.56	21946	5.84
integr	1	265.96	5.96	465392	44.59
tão	1	265.96	4593.48	215	0.06
amiguinho	1	265.96	31.96	40827	8.32
única	1	265.96	152.54	658	1.74
mantenhar	1	265.96	32.73	OFV	8.12
relacionado	1	265.96	247.11	4044	1.08
sermos	1	265.96	149.19	6700	1.78
quinto	1	265.96	199.57	5008	1.33
sexto	1	265.96	131.41	7607	2.02
chamavar	1	265.96	26.37	OFV	10.08
Carlos	1	265.96	1311.13	760	0.20
Castro	1	265.96	291.91	3423	0.91
gosto	1	265.96	1203.80	828	0.22
número	1	265.96	649.48	288	0.41
manteve-se	1	265.96	50.31	19873	5.29
sair	1	265.96	216.93	843	1.23
mix	1	265.96	94.60	10568	2.81
emoção	1	265.96	294.23	3986	0.90
amor-ódio	1	265.96	4.35	230129	61.21
força	1	265.96	1707.36	583	0.16
separar	1	265.96	146.33	6831	1.82
senão	1	265.96	247.67	4035	1.07
chapada	1	265.96	23.00	43472	11.56
chapar	1	265.96	23.00	179598	11.56
rezar	1	265.96	72.20	13848	3.68
direitinho	1	265.96	65.98	15154	4.03
ficávamos	1	265.96	16.39	60997	16.22
ok	1	265.96	191.80	5211	1.39
mexeu	1	265.96	40.84	24482	6.51
reduzir	1	265.96	164.40	1842	1.62
queixar	1	265.96	26.60	37588	10.00
dentro	1	265.96	4224.76	234	0.06
possibilidade	1	265.96	425.59	797	0.62
necessitar	1	265.96	36.13	16281	7.36
descontração	1	265.96	51.86	19280	5.13
fechar	1	265.96	11.70	3248	22.73
domingo	1	265.96	1123.97	887	0.24
passeio	1	265.96	424.86	2351	0.63
junto	1	265.96	614.74	502	0.43
conviver	1	265.96	6.14	8493	43.33
aqui	1	265.96	7007.71	140	0.04
mantém-se	1	265.96	47.26	21159	5.63
volta	1	265.96	2661.70	373	0.10
ah	1	265.96	93.41	10703	2.85
sentir	1	265.96	859.33	1161	0.31
receber	1	265.96	1462.63	681	0.18
prenda	1	265.96	35.48	19642	7.50
festinha	1	265.96	42.26	23663	6.29
deixar	1	265.96	41.80	441	6.36
os	1	265.96	48309.18	18	0.01
além	1	265.96	5998.80	164	0.04
reunião	1	265.96	828.71	1204	0.32
seguinte	1	265.96	1573.07	633	0.17
marcante	1	265.96	145.93	6850	1.82
compartilhar	1	265.96	416.03	2401	0.64
positiva	1	265.96	286.07	3493	0.93
pensar	1	265.96	258.22	832	1.03
cada	1	265.96	9372.07	104	0.03
linha	1	265.96	1927.90	516	0.14
concreto	1	265.96	265.20	3768	1.00
mesa	1	265.96	750.92	1329	0.35
cheio	1	265.96	422.71	2035	0.63
galhofa	1	265.96	8.70	114972	30.58
karaoke	1	265.96	12.80	78131	20.78
bingo	1	265.96	31.95	31296	8.32
mexer	1	265.96	145.86	6853	1.82
rodela	1	265.96	12.22	81802	21.76
quem	1	265.96	7593.01	129	0.04
17	1	265.96	1351.90	737	0.20
triste	1	265.96	79.66	2835	3.34
amer	1	265.96	355.28	483749	0.75
chatear	1	265.96	15.07	52913	17.65
complicado	1	265.96	111.23	4634	2.39
acontecer	1	265.96	1093.25	1427	0.24
piscina	1	265.96	486.45	2053	0.55
mania	1	265.96	76.04	13149	3.50
alto	1	265.96	1399.19	712	0.19
natação	1	265.96	96.02	10412	2.77
olhar	1	265.96	278.19	1037	0.96
Diogo	1	265.96	132.58	7540	2.01
pegar	1	265.96	192.99	2098	1.38
tu	1	265.96	378.11	2642	0.70
chateado	1	265.96	37.48	23181	7.10
ajudar	1	265.96	1780.31	559	0.15
ninguém	1	265.96	1267.91	786	0.21
impulsivo	1	265.96	17.19	53759	15.47
Armei-me	1	265.96	1.00	OFV	265.96
chica	1	265.96	13.96	71644	19.05
esperto	1	265.96	33.51	18448	7.94
meti	1	265.96	22.63	44179	11.75
aguentar	1	265.96	79.14	12633	3.36
Pus	1	265.96	41.94	109474	6.34
cair	1	265.96	234.04	2644	1.14
ficor	1	265.96	327.36	OFV	0.81
meio	1	265.96	6261.74	157	0.04
prateleira	1	265.96	59.38	16837	4.48
nem	1	265.96	5473.45	180	0.05
precisei	1	265.96	60.77	16453	4.38
berrar	1	265.96	13.88	72069	19.17
ouver	1	265.96	22.73	198387	11.70
logo	1	265.96	2142.70	464	0.12
correr	1	265.96	401.17	2490	0.66
maneira	1	265.96	2704.90	367	0.10
interessante	1	265.96	902.77	1105	0.29
fio	1	265.96	347.86	2872	0.76
reviver	1	265.96	52.94	18887	5.02
definitivamente	1	265.96	228.90	4366	1.16
perfeitamente	1	265.96	303.89	3288	0.88
conheci	1	265.96	164.32	6083	1.62
fisicamente	1	265.96	111.41	8973	2.39
foi	1	265.96	26525.20	35	0.01
9	1	265.96	1629.46	611	0.16
janeiro	1	265.96	1346.44	740	0.20
2009	1	265.96	1101.69	905	0.24
pré-escola	1	265.96	24.31	41140	10.94
Fiquei	1	265.96	661.51	4048	0.40
contente	1	265.96	104.85	9535	2.54
arranjávamos	1	265.96	1.00	OFV	265.96
filho	1	265.96	1690.05	500	0.16
apartamento	1	265.96	201.83	1722	1.32
algo	1	265.96	3487.97	284	0.08
fora	1	265.96	3042.29	326	0.09
Oh	1	265.96	100.85	9913	2.64
deita-te	1	265.96	2.99	334290	88.91
anjinho	1	265.96	17.98	55610	14.79
deitar	1	265.96	82.27	12152	3.23
braço	1	265.96	310.68	3617	0.86
burra	1	265.96	32.70	30581	8.13
deitei	1	265.96	7.18	49514	37.07
encharcada	1	265.96	14.40	69465	18.48
isto	1	265.96	1863.24	534	0.14
porrada	1	265.96	39.25	25476	6.78
engraçado	1	265.96	141.91	7044	1.87
nenhum	1	265.96	1129.05	624	0.24
obrigado	1	265.96	298.71	2182	0.89
igualmente	1	265.96	546.54	1827	0.49
agradeçar	1	265.96	143.15	OFV	1.86
obrigada	1	265.96	298.71	3345	0.89
